D1002-4	Pikes_Peak_State_Park	Pikes_Peak_State_Park:1:4	699140ca-7b82-b35f-a669-00004715947a	0
D1002-5	Pikes_Peak_State_Park	Pikes_Peak_State_Park:2:0	699140ca-7b82-b35f-a669-00004715947f	0
D1002-6	Pikes_Peak_State_Park	Pikes_Peak_State_Park:3:0	699140ca-7b82-b35f-a669-000047159484	0
D1002-7	Pikes_Peak_State_Park	Pikes_Peak_State_Park:3:1	699140ca-7b82-b35f-a669-000047159489	0
D1002-8	Pikes_Peak_State_Park	Pikes_Peak_State_Park:3:2	699140ca-7b82-b35f-a669-00004715948e	0
D1002-9	Pikes_Peak_State_Park	Pikes_Peak_State_Park:4:0	699140ca-7b82-b35f-a669-000047159493	0
D1004-0	Talk_radio	Talk_radio:1:0	c51a7c73-037d-4774-dfb4-000048a627e8	0
D1004-1	Talk_radio	Talk_radio:1:1	c51a7c73-037d-4774-dfb4-000048a627ed	0
D1004-2	Talk_radio	Talk_radio:1:2	c51a7c73-037d-4774-dfb4-000048a627f2	0
D1004-3	Talk_radio	Talk_radio:1:3	c51a7c73-037d-4774-dfb4-000048a627f7	0
D1004-4	Talk_radio	Talk_radio:1:4	c51a7c73-037d-4774-dfb4-000048a627fc	0
D1004-5	Talk_radio	Talk_radio:1:5	c51a7c73-037d-4774-dfb4-000048a62801	0
D1004-6	Talk_radio	Talk_radio:2:0	c51a7c73-037d-4774-dfb4-000048a62806	0
D1004-7	Talk_radio	Talk_radio:2:1	c51a7c73-037d-4774-dfb4-000048a6280b	0
D1004-8	Talk_radio	Talk_radio:2:2	c51a7c73-037d-4774-dfb4-000048a62810	0
D1004-9	Talk_radio	Talk_radio:2:3	c51a7c73-037d-4774-dfb4-000048a62815	0
D1006-2	Jakarta	Jakarta:46:1	07c9bdbe-4cbb-a37c-391f-00004ef5c6c5	0
D1006-3	Jakarta	Jakarta:48:0	07c9bdbe-4cbb-a37c-391f-00004ef5c6e8	0
D1006-6	Jakarta	Jakarta:48:1	07c9bdbe-4cbb-a37c-391f-00004ef5c6ed	0
D1006-7	Jakarta	Jakarta:48:2	07c9bdbe-4cbb-a37c-391f-00004ef5c6f2	0
D1006-8	Jakarta	Jakarta:47:0	07c9bdbe-4cbb-a37c-391f-00004ef5c6cf	0
D1009-0	6_Foot_7_Foot	6_Foot_7_Foot:20:0	512af06f-117e-207d-e6b5-0000298d63fd	1
D1009-1	6_Foot_7_Foot	6_Foot_7_Foot:20:1	512af06f-117e-207d-e6b5-0000298d6402	0
D1009-2	6_Foot_7_Foot	6_Foot_7_Foot:20:2	512af06f-117e-207d-e6b5-0000298d6407	0
D1009-3	6_Foot_7_Foot	6_Foot_7_Foot:20:3	512af06f-117e-207d-e6b5-0000298d640c	0
D1009-4	6_Foot_7_Foot	6_Foot_7_Foot:20:4	512af06f-117e-207d-e6b5-0000298d6411	0
D101-0	Square_number	Square_number:1:0	72dc3a13-0cbe-6873-2ead-000036f54b50	0
D101-1	Square_number	Square_number:1:1	72dc3a13-0cbe-6873-2ead-000036f54b55	0
D101-10	Square_number	Square_number:4:2	72dc3a13-0cbe-6873-2ead-000036f54b78	0
D101-11	Square_number	Square_number:5:0	72dc3a13-0cbe-6873-2ead-000036f54b7d	0
D101-4	Square_number	Square_number:2:0	72dc3a13-0cbe-6873-2ead-000036f54b5a	0
D101-5	Square_number	Square_number:2:1	72dc3a13-0cbe-6873-2ead-000036f54b5f	0
D101-6	Square_number	Square_number:2:2	72dc3a13-0cbe-6873-2ead-000036f54b64	0
D101-7	Square_number	Square_number:3:0	72dc3a13-0cbe-6873-2ead-000036f54b69	0
D101-8	Square_number	Square_number:4:0	72dc3a13-0cbe-6873-2ead-000036f54b6e	0
D101-9	Square_number	Square_number:4:1	72dc3a13-0cbe-6873-2ead-000036f54b73	0
D1010-0	DC_Talk	DC_Talk:10:0	aa532f06-b13f-b3df-b957-000075ce9ac1	0
D1011-0	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:1:0	03227c7a-9828-559d-d81c-00002c844940	0
D1011-1	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:1:1	03227c7a-9828-559d-d81c-00002c844945	0
D1011-2	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:1:2	03227c7a-9828-559d-d81c-00002c84494a	0
D1011-3	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:1:3	03227c7a-9828-559d-d81c-00002c84494f	0
D1011-4	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:1:4	03227c7a-9828-559d-d81c-00002c844954	0
D1011-5	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:2:0	03227c7a-9828-559d-d81c-00002c844959	0
D1011-6	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:2:1	03227c7a-9828-559d-d81c-00002c84495e	0
D1011-7	Chapters_and_verses_of_the_Bible	Chapters_and_verses_of_the_Bible:2:2	03227c7a-9828-559d-d81c-00002c844963	0
D1012-0	Index_(publishing)	Index_(publishing):1:0	5e37dfaa-518b-5724-4cb7-00000269a81e	1
D1012-1	Index_(publishing)	Index_(publishing):1:1	5e37dfaa-518b-5724-4cb7-00000269a823	0
D1012-2	Index_(publishing)	Index_(publishing):1:2	5e37dfaa-518b-5724-4cb7-00000269a828	0
D1012-3	Index_(publishing)	Index_(publishing):1:3	5e37dfaa-518b-5724-4cb7-00000269a82d	0
D1012-4	Index_(publishing)	Index_(publishing):1:4	5e37dfaa-518b-5724-4cb7-00000269a832	0
D1016-10	Facebook	Facebook:41:0	91a58b83-7b48-2d94-31e2-0000664fe9ce	0
D1016-11	Facebook	Facebook:41:1	91a58b83-7b48-2d94-31e2-0000664fe9d3	0
D1016-12	Facebook	Facebook:41:2	91a58b83-7b48-2d94-31e2-0000664fe9d8	0
D1016-17	Facebook	Facebook:53:0	91a58b83-7b48-2d94-31e2-0000664fea50	0
D1016-18	Facebook	Facebook:54:0	91a58b83-7b48-2d94-31e2-0000664fea5f	0
D1016-2	Facebook	Facebook:30:1	91a58b83-7b48-2d94-31e2-0000664fe901	1
D1016-3	Facebook	Facebook:30:2	91a58b83-7b48-2d94-31e2-0000664fe906	0
D1016-4	Facebook	Facebook:30:3	91a58b83-7b48-2d94-31e2-0000664fe90b	0
D1016-7	Facebook	Facebook:31:1	91a58b83-7b48-2d94-31e2-0000664fe91f	0
D1017-3	Sulfonamide_(medicine)	Sulfonamide_(medicine):1:0	d44457f5-046c-5faa-9d61-00004945eea7	0
D1017-4	Sulfonamide_(medicine)	Sulfonamide_(medicine):1:1	d44457f5-046c-5faa-9d61-00004945eeac	1
D1017-5	Sulfonamide_(medicine)	Sulfonamide_(medicine):1:2	d44457f5-046c-5faa-9d61-00004945eeb1	0
D1017-6	Sulfonamide_(medicine)	Sulfonamide_(medicine):1:3	d44457f5-046c-5faa-9d61-00004945eeb6	0
D1017-7	Sulfonamide_(medicine)	Sulfonamide_(medicine):2:1	d44457f5-046c-5faa-9d61-00004945eec0	0
D1017-8	Sulfonamide_(medicine)	Sulfonamide_(medicine):2:2	d44457f5-046c-5faa-9d61-00004945eec5	0
D1018-0	List_of_George_Lopez_characters	List_of_George_Lopez_characters:1:0	fe47a1ee-1af3-53a7-0948-000048ed6030	0
D1019-0	Domestic_goose	Domestic_goose:1:0	50f48a48-2fa8-d6dd-fd4d-00003b928993	0
D1022-0	A_Christmas_Story	A_Christmas_Story:6:0	ede731c2-2c12-18e2-2933-00002d6fe6dd	0
D1022-1	A_Christmas_Story	A_Christmas_Story:6:1	ede731c2-2c12-18e2-2933-00002d6fe6e2	0
D1022-2	A_Christmas_Story	A_Christmas_Story:6:2	ede731c2-2c12-18e2-2933-00002d6fe6e7	0
D1022-3	A_Christmas_Story	A_Christmas_Story:7:1	ede731c2-2c12-18e2-2933-00002d6fe6f6	0
D1023-2	Joe's_Crab_Shack	Joe's_Crab_Shack:1:0	31cd55dc-df9d-f73c-e409-000006086965	1
D1023-3	Joe's_Crab_Shack	Joe's_Crab_Shack:1:1	31cd55dc-df9d-f73c-e409-00000608696a	0
D1023-4	Joe's_Crab_Shack	Joe's_Crab_Shack:1:2	31cd55dc-df9d-f73c-e409-00000608696f	0
D1023-5	Joe's_Crab_Shack	Joe's_Crab_Shack:1:3	31cd55dc-df9d-f73c-e409-000006086974	0
D1023-6	Joe's_Crab_Shack	Joe's_Crab_Shack:1:4	31cd55dc-df9d-f73c-e409-000006086979	0
D1024-1	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:17:0	58287a9d-0c5d-d435-655c-000062679a2e	0
D1024-10	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:1	58287a9d-0c5d-d435-655c-000062679a79	0
D1024-11	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:2	58287a9d-0c5d-d435-655c-000062679a7e	0
D1024-12	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:3	58287a9d-0c5d-d435-655c-000062679a83	0
D1024-13	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:4	58287a9d-0c5d-d435-655c-000062679a88	0
D1024-14	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:5	58287a9d-0c5d-d435-655c-000062679a8d	0
D1024-16	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:19:0	58287a9d-0c5d-d435-655c-000062679a38	0
D1024-17	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:19:1	58287a9d-0c5d-d435-655c-000062679a3d	0
D1024-18	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:20:0	58287a9d-0c5d-d435-655c-000062679a42	0
D1024-19	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:20:1	58287a9d-0c5d-d435-655c-000062679a47	0
D1024-2	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:22:0	58287a9d-0c5d-d435-655c-000062679a5b	0
D1024-20	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:20:2	58287a9d-0c5d-d435-655c-000062679a4c	0
D1024-21	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:20:3	58287a9d-0c5d-d435-655c-000062679a51	0
D1024-23	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:6	58287a9d-0c5d-d435-655c-000062679a92	0
D1024-24	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:7	58287a9d-0c5d-d435-655c-000062679a97	0
D1024-26	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:24:0	58287a9d-0c5d-d435-655c-000062679a9c	0
D1024-27	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:24:1	58287a9d-0c5d-d435-655c-000062679aa1	0
D1024-4	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:22:1	58287a9d-0c5d-d435-655c-000062679a60	0
D1024-5	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:22:2	58287a9d-0c5d-d435-655c-000062679a65	0
D1024-6	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:22:3	58287a9d-0c5d-d435-655c-000062679a6a	0
D1024-9	New_York_Passenger_Ship_Terminal	New_York_Passenger_Ship_Terminal:23:0	58287a9d-0c5d-d435-655c-000062679a74	0
D1025-0	List_of_NCIS_characters	List_of_NCIS_characters:1:0	3bacdc13-bb4e-07f1-cd08-00006afe340e	0
D1026-0	Christian_right	Christian_right:1:0	567cf7a0-38b9-0f05-835f-0000296116d0	1
D1029-0	Far_East_Movement	Far_East_Movement:13:0	84153d26-cdbb-c0cf-04d3-00001835e6f4	0
D1029-1	Far_East_Movement	Far_East_Movement:13:1	84153d26-cdbb-c0cf-04d3-00001835e6f9	0
D1029-2	Far_East_Movement	Far_East_Movement:14:0	84153d26-cdbb-c0cf-04d3-00001835e708	0
D1029-3	Far_East_Movement	Far_East_Movement:14:1	84153d26-cdbb-c0cf-04d3-00001835e70d	0
D103-0	Era_of_Good_Feelings	Era_of_Good_Feelings:9:0	8c92c119-11f3-e9b3-ac94-00002fa956e6	0
D103-1	Era_of_Good_Feelings	Era_of_Good_Feelings:9:1	8c92c119-11f3-e9b3-ac94-00002fa956eb	0
D103-2	Era_of_Good_Feelings	Era_of_Good_Feelings:9:2	8c92c119-11f3-e9b3-ac94-00002fa956f0	0
D103-3	Era_of_Good_Feelings	Era_of_Good_Feelings:9:3	8c92c119-11f3-e9b3-ac94-00002fa956f5	0
D103-8	Era_of_Good_Feelings	Era_of_Good_Feelings:10:0	8c92c119-11f3-e9b3-ac94-00002fa956fa	0
D103-9	Era_of_Good_Feelings	Era_of_Good_Feelings:11:0	8c92c119-11f3-e9b3-ac94-00002fa956ff	0
D1030-0	LR44_battery	LR44_battery:1:0	f9189689-9c30-3edd-b7b0-00003d547930	1
D1030-15	LR44_battery	LR44_battery:4:0	f9189689-9c30-3edd-b7b0-00003d547949	0
D1030-16	LR44_battery	LR44_battery:4:1	f9189689-9c30-3edd-b7b0-00003d54794e	0
D1030-17	LR44_battery	LR44_battery:4:2	f9189689-9c30-3edd-b7b0-00003d547953	0
D1030-18	LR44_battery	LR44_battery:4:3	f9189689-9c30-3edd-b7b0-00003d547958	0
D1030-19	LR44_battery	LR44_battery:4:4	f9189689-9c30-3edd-b7b0-00003d54795d	0
D1030-2	LR44_battery	LR44_battery:2:0	f9189689-9c30-3edd-b7b0-00003d547935	0
D1030-20	LR44_battery	LR44_battery:5:0	f9189689-9c30-3edd-b7b0-00003d54796c	0
D1030-3	LR44_battery	LR44_battery:2:1	f9189689-9c30-3edd-b7b0-00003d54793a	0
D1030-4	LR44_battery	LR44_battery:2:2	f9189689-9c30-3edd-b7b0-00003d54793f	0
D1030-5	LR44_battery	LR44_battery:3:0	f9189689-9c30-3edd-b7b0-00003d547944	0
D1031-1	Hurricane_Katrina	Hurricane_Katrina:17:1	ca7e49be-deea-de77-fdfd-000041f7adb2	0
D1031-11	Hurricane_Katrina	Hurricane_Katrina:20:5	ca7e49be-deea-de77-fdfd-000041f7ae07	0
D1031-12	Hurricane_Katrina	Hurricane_Katrina:21:0	ca7e49be-deea-de77-fdfd-000041f7ae11	0
D1031-13	Hurricane_Katrina	Hurricane_Katrina:21:2	ca7e49be-deea-de77-fdfd-000041f7ae1b	0
D1031-14	Hurricane_Katrina	Hurricane_Katrina:21:3	ca7e49be-deea-de77-fdfd-000041f7ae20	0
D1031-5	Hurricane_Katrina	Hurricane_Katrina:18:4	ca7e49be-deea-de77-fdfd-000041f7adda	0
D1031-6	Hurricane_Katrina	Hurricane_Katrina:19:0	ca7e49be-deea-de77-fdfd-000041f7addf	0
D1031-8	Hurricane_Katrina	Hurricane_Katrina:20:1	ca7e49be-deea-de77-fdfd-000041f7adf3	0
D1033-0	Assist_(basketball)	Assist_(basketball):1:0	efbbe226-28a5-6e64-3f0d-00006db800f0	1
D1033-1	Assist_(basketball)	Assist_(basketball):1:1	efbbe226-28a5-6e64-3f0d-00006db800f5	0
D1033-10	Assist_(basketball)	Assist_(basketball):3:4	efbbe226-28a5-6e64-3f0d-00006db80122	0
D1033-11	Assist_(basketball)	Assist_(basketball):4:0	efbbe226-28a5-6e64-3f0d-00006db80127	0
D1033-12	Assist_(basketball)	Assist_(basketball):5:0	efbbe226-28a5-6e64-3f0d-00006db8012c	0
D1033-2	Assist_(basketball)	Assist_(basketball):1:2	efbbe226-28a5-6e64-3f0d-00006db800fa	0
D1033-3	Assist_(basketball)	Assist_(basketball):1:3	efbbe226-28a5-6e64-3f0d-00006db800ff	0
D1033-4	Assist_(basketball)	Assist_(basketball):2:0	efbbe226-28a5-6e64-3f0d-00006db80104	0
D1033-5	Assist_(basketball)	Assist_(basketball):2:1	efbbe226-28a5-6e64-3f0d-00006db80109	0
D1033-6	Assist_(basketball)	Assist_(basketball):3:0	efbbe226-28a5-6e64-3f0d-00006db8010e	0
D1033-7	Assist_(basketball)	Assist_(basketball):3:1	efbbe226-28a5-6e64-3f0d-00006db80113	0
D1033-8	Assist_(basketball)	Assist_(basketball):3:2	efbbe226-28a5-6e64-3f0d-00006db80118	0
D1033-9	Assist_(basketball)	Assist_(basketball):3:3	efbbe226-28a5-6e64-3f0d-00006db8011d	0
D1034-0	Mill_(currency)	Mill_(currency):1:0	dec5bce6-fb93-1ec7-200e-000042389cc4	1
D1034-1	Mill_(currency)	Mill_(currency):1:1	dec5bce6-fb93-1ec7-200e-000042389cc9	0
D1034-2	Mill_(currency)	Mill_(currency):1:2	dec5bce6-fb93-1ec7-200e-000042389cce	0
D1034-3	Mill_(currency)	Mill_(currency):1:3	dec5bce6-fb93-1ec7-200e-000042389cd3	0
D1034-4	Mill_(currency)	Mill_(currency):2:0	dec5bce6-fb93-1ec7-200e-000042389cd8	0
D1036-0	Greco-Persian_Wars	Greco-Persian_Wars:10:0	a0f32042-315f-6c0d-2a40-00005d1e0b68	1
D1036-1	Greco-Persian_Wars	Greco-Persian_Wars:10:1	a0f32042-315f-6c0d-2a40-00005d1e0b6d	0
D1036-10	Greco-Persian_Wars	Greco-Persian_Wars:11:6	a0f32042-315f-6c0d-2a40-00005d1e0b9a	1
D1036-11	Greco-Persian_Wars	Greco-Persian_Wars:12:0	a0f32042-315f-6c0d-2a40-00005d1e0b9f	1
D1036-12	Greco-Persian_Wars	Greco-Persian_Wars:12:1	a0f32042-315f-6c0d-2a40-00005d1e0ba4	0
D1036-13	Greco-Persian_Wars	Greco-Persian_Wars:12:2	a0f32042-315f-6c0d-2a40-00005d1e0ba9	0
D1036-14	Greco-Persian_Wars	Greco-Persian_Wars:12:3	a0f32042-315f-6c0d-2a40-00005d1e0bae	0
D1036-15	Greco-Persian_Wars	Greco-Persian_Wars:12:4	a0f32042-315f-6c0d-2a40-00005d1e0bb3	0
D1036-16	Greco-Persian_Wars	Greco-Persian_Wars:13:0	a0f32042-315f-6c0d-2a40-00005d1e0bb8	0
D1036-17	Greco-Persian_Wars	Greco-Persian_Wars:13:1	a0f32042-315f-6c0d-2a40-00005d1e0bbd	0
D1036-18	Greco-Persian_Wars	Greco-Persian_Wars:13:2	a0f32042-315f-6c0d-2a40-00005d1e0bc2	0
D1036-19	Greco-Persian_Wars	Greco-Persian_Wars:13:3	a0f32042-315f-6c0d-2a40-00005d1e0bc7	0
D1036-2	Greco-Persian_Wars	Greco-Persian_Wars:10:2	a0f32042-315f-6c0d-2a40-00005d1e0b72	0
D1036-20	Greco-Persian_Wars	Greco-Persian_Wars:13:4	a0f32042-315f-6c0d-2a40-00005d1e0bcc	0
D1036-21	Greco-Persian_Wars	Greco-Persian_Wars:14:0	a0f32042-315f-6c0d-2a40-00005d1e0bd1	0
D1036-22	Greco-Persian_Wars	Greco-Persian_Wars:14:1	a0f32042-315f-6c0d-2a40-00005d1e0bd6	1
D1036-23	Greco-Persian_Wars	Greco-Persian_Wars:14:2	a0f32042-315f-6c0d-2a40-00005d1e0bdb	0
D1036-24	Greco-Persian_Wars	Greco-Persian_Wars:14:3	a0f32042-315f-6c0d-2a40-00005d1e0be0	1
D1036-25	Greco-Persian_Wars	Greco-Persian_Wars:14:4	a0f32042-315f-6c0d-2a40-00005d1e0be5	0
D1036-26	Greco-Persian_Wars	Greco-Persian_Wars:14:5	a0f32042-315f-6c0d-2a40-00005d1e0bea	1
D1036-27	Greco-Persian_Wars	Greco-Persian_Wars:14:6	a0f32042-315f-6c0d-2a40-00005d1e0bef	0
D1036-3	Greco-Persian_Wars	Greco-Persian_Wars:38:1	a0f32042-315f-6c0d-2a40-00005d1e0dde	0
D1036-4	Greco-Persian_Wars	Greco-Persian_Wars:11:0	a0f32042-315f-6c0d-2a40-00005d1e0b7c	0
D1036-5	Greco-Persian_Wars	Greco-Persian_Wars:11:1	a0f32042-315f-6c0d-2a40-00005d1e0b81	0
D1036-6	Greco-Persian_Wars	Greco-Persian_Wars:11:2	a0f32042-315f-6c0d-2a40-00005d1e0b86	0
D1036-7	Greco-Persian_Wars	Greco-Persian_Wars:11:3	a0f32042-315f-6c0d-2a40-00005d1e0b8b	0
D1036-8	Greco-Persian_Wars	Greco-Persian_Wars:11:4	a0f32042-315f-6c0d-2a40-00005d1e0b90	0
D1036-9	Greco-Persian_Wars	Greco-Persian_Wars:11:5	a0f32042-315f-6c0d-2a40-00005d1e0b95	1
D1037-1	Hooverville	Hooverville:1:0	633700bf-b2cf-0fa7-3f92-000061b623e4	0
D1037-2	Hooverville	Hooverville:1:1	633700bf-b2cf-0fa7-3f92-000061b623e9	0
D1037-3	Hooverville	Hooverville:1:2	633700bf-b2cf-0fa7-3f92-000061b623ee	0
D104-1	Mia_Hamm	Mia_Hamm:22:1	0fd6e9a4-d1dd-9459-cbef-000026644a98	0
D104-3	Mia_Hamm	Mia_Hamm:23:0	0fd6e9a4-d1dd-9459-cbef-000026644aac	0
D104-4	Mia_Hamm	Mia_Hamm:23:1	0fd6e9a4-d1dd-9459-cbef-000026644ab1	0
D104-5	Mia_Hamm	Mia_Hamm:24:0	0fd6e9a4-d1dd-9459-cbef-000026644ab6	0
D104-6	Mia_Hamm	Mia_Hamm:24:1	0fd6e9a4-d1dd-9459-cbef-000026644abb	0
D1041-0	Matt_Hasselbeck	Matt_Hasselbeck:34:0	04bc2695-3bbd-df22-5c44-0000339f7c39	0
D1041-1	Matt_Hasselbeck	Matt_Hasselbeck:34:1	04bc2695-3bbd-df22-5c44-0000339f7c3e	0
D1041-2	Matt_Hasselbeck	Matt_Hasselbeck:34:2	04bc2695-3bbd-df22-5c44-0000339f7c43	0
D1043-1	Information_and_communications_technology	Information_and_communications_technology:1:1	030a7092-2c84-60d8-7719-00005ff86982	0
D1043-2	Information_and_communications_technology	Information_and_communications_technology:5:0	030a7092-2c84-60d8-7719-00005ff869a0	0
D1043-3	Information_and_communications_technology	Information_and_communications_technology:2:0	030a7092-2c84-60d8-7719-00005ff86987	0
D1043-4	Information_and_communications_technology	Information_and_communications_technology:2:1	030a7092-2c84-60d8-7719-00005ff8698c	0
D1044-16	Plum_pudding_model	Plum_pudding_model:3:0	245cbf67-dcbf-1e86-ebe9-00001503b057	0
D1044-17	Plum_pudding_model	Plum_pudding_model:3:1	245cbf67-dcbf-1e86-ebe9-00001503b05c	0
D1044-18	Plum_pudding_model	Plum_pudding_model:3:2	245cbf67-dcbf-1e86-ebe9-00001503b061	0
D1044-19	Plum_pudding_model	Plum_pudding_model:4:0	245cbf67-dcbf-1e86-ebe9-00001503b066	0
D1044-20	Plum_pudding_model	Plum_pudding_model:4:1	245cbf67-dcbf-1e86-ebe9-00001503b06b	0
D1044-21	Plum_pudding_model	Plum_pudding_model:4:2	245cbf67-dcbf-1e86-ebe9-00001503b070	0
D1044-22	Plum_pudding_model	Plum_pudding_model:4:3	245cbf67-dcbf-1e86-ebe9-00001503b075	0
D1044-23	Plum_pudding_model	Plum_pudding_model:4:4	245cbf67-dcbf-1e86-ebe9-00001503b07a	0
D1044-3	Plum_pudding_model	Plum_pudding_model:2:0	245cbf67-dcbf-1e86-ebe9-00001503b03e	0
D1044-4	Plum_pudding_model	Plum_pudding_model:2:1	245cbf67-dcbf-1e86-ebe9-00001503b043	0
D1044-5	Plum_pudding_model	Plum_pudding_model:2:2	245cbf67-dcbf-1e86-ebe9-00001503b048	0
D1044-6	Plum_pudding_model	Plum_pudding_model:2:3	245cbf67-dcbf-1e86-ebe9-00001503b04d	0
D1044-7	Plum_pudding_model	Plum_pudding_model:2:4	245cbf67-dcbf-1e86-ebe9-00001503b052	0
D1045-1	Bacon	Bacon:2:0	d4bfde2d-c18a-4549-0083-00007964a296	0
D1045-10	Bacon	Bacon:3:4	d4bfde2d-c18a-4549-0083-00007964a2c3	0
D1045-13	Bacon	Bacon:5:1	d4bfde2d-c18a-4549-0083-00007964a2d2	0
D1045-14	Bacon	Bacon:5:2	d4bfde2d-c18a-4549-0083-00007964a2d7	0
D1045-15	Bacon	Bacon:6:0	d4bfde2d-c18a-4549-0083-00007964a2dc	0
D1045-16	Bacon	Bacon:6:1	d4bfde2d-c18a-4549-0083-00007964a2e1	0
D1045-17	Bacon	Bacon:7:0	d4bfde2d-c18a-4549-0083-00007964a2e6	0
D1045-18	Bacon	Bacon:7:1	d4bfde2d-c18a-4549-0083-00007964a2eb	0
D1045-19	Bacon	Bacon:7:2	d4bfde2d-c18a-4549-0083-00007964a2f0	0
D1045-2	Bacon	Bacon:2:1	d4bfde2d-c18a-4549-0083-00007964a29b	0
